,Disease,Keyword,Website,Symptoms,,
0,Systematic Diseases,Endocarditis,https://www.mayoclinic.org/diseases-conditions/endocarditis/symptoms-causes/syc-20352576,"Symptoms of endocarditis can vary from person to person. Endocarditis may develop slowly or suddenly. It depends on the type of germs causing the infection and whether there are other heart problems.Common symptoms of endocarditis include:
Aching joints and muscles
Chest pain when you breathe
Fatigue
Flu-like symptoms, such as fever and chills
Night sweats
Shortness of breath
Swelling in the feet, legs or belly
A new or changed whooshing sound in the heart (murmur)
Less common endocarditis symptoms can include:
Unexplained weight loss
Blood in the urine
Tenderness under the left rib cage (spleen)
Painless red, purple or brown flat spots on the soles bottom of the feet or the palms of the hands (Janeway lesions)
Painful red or purple bumps or patches of darkened skin (hyperpigmented) on the tips of the fingers or toes (Osler nodes)
Tiny purple, red or brown round spots on the skin (petechiae), in the whites of the eyes or inside the mouth
",,
0,Systematic Diseases,pellagra,https://my.clevelandclinic.org/health/diseases/23905-pellagra,"Pellagra is a disease caused by a deficiency of niacin, otherwise known as vitamin B3. It's a form of malnutrition� specifically, micronutrient undernutrition. Niacin is crucial to cell functioning throughout your body, and the lack of it shows up in symptoms throughout your body, including your skin, mouth, bowels and brain. If left untreated, pellagra can cause lasting damage to your nervous system and even death.",,
0,Systematic Diseases,Pretibial Myxedema,https://my.clevelandclinic.org/health/diseases/24514-pretibial-myxedema,"Pretibial myxedema is a skin condition that causes plaques of thick, scaly skin and swelling of your lower legs. This condition is a form of Graves disease and can affect people diagnosed with thyroid conditions. Symptoms are cosmetic and the condition doesn't always need treatment.",,
0,Systematic Diseases,Sarcoidosis,https://my.clevelandclinic.org/health/diseases/11863-sarcoidosis,"Sarcoidosis is a condition that causes lumps or nodules (granulomas) to form in your lungs, lymph nodes, skin, eyes and other parts of your body. Symptoms include cough, shortness of breath, tender sores on your shins, eye pain and redness. Many cases go away on their own or with treatment, but sometimes it becomes a chronic condition.",,
0,Systematic Diseases,Sebaceous Adenoma,https://my.clevelandclinic.org/health/diseases/22670-sebaceous-adenoma,"A sebaceous adenoma is a small bump on a gland in your skin (sebaceous gland). It’s a harmless, benign tumor in a hair follicle.",,
0,Systematic Diseases,Tuberous sclerosis,https://www.mayoclinic.org/diseases-conditions/tuberous-sclerosis/symptoms-causes/syc-20365969,"Tuberous sclerosis symptoms are caused by noncancerous growths in parts of the body, most commonly in the skin, brain, eyes, kidneys, heart and lungs. But any part of the body can be affected. Symptoms can range from mild to severe, depending on the size or location of the growths.Although symptoms are different for each person with tuberous sclerosis, they can include:
Skin changes. Skin changes are most common. These include patches of lighter skin and small areas of thickened, smooth or bumpy skin. On the forehead, skin can have raised, discolored areas. Small soft bumps under or around the nails may occur. Growths on the face that start in childhood and look like acne are common.
Seizures. Growths in the brain may be linked with seizures. A seizure is often the first symptom of tuberous sclerosis. In small children, a common type of seizure called infantile spasm involves stiffening of the arms and legs and arching the back and head.
Problems in thinking, reasoning and learning. Tuberous sclerosis can result in developmental delays. Sometimes it limits the ability to think, reason and learn. Mental health conditions, such as autism spectrum disorder or attention-deficit/hyperactivity disorder (ADHD), also can occur.
Behavior problems. Common behavior problems may include hyperactivity, self-injury or aggression, or issues with social and emotional adjustment.
Kidney problems. Growths on the kidneys are common, and more growths may develop with age.
Heart issues. Growths in the heart, if present, are usually largest at birth and shrink as a child gets older.
Lung problems. Growths that develop in the lungs may cause coughing or trouble breathing, especially with physical activity or exercise. These lung tumors occur more often in females than in males.
Eye problems. Growths can appear as white patches on the light-sensitive tissue at the back of the eye called the retina. These growths usually don't interfere with vision.
Dental changes. Teeth may have pits in the surface. Small growths may appear on the gums, inside of the cheeks and on the tongue.
Symptoms of tuberous sclerosis may be noticed at birth. Or the first symptoms may appear during childhood or even years later in adulthood.Contact your child's health care provider if you're concerned about your child's development or you notice any symptoms of tuberous sclerosis.Tuberous sclerosis is a genetic disorder caused by gene changes — sometimes called mutations — in either the TSC1 or the TSC2 gene. These genes are thought to prevent cells from growing too fast or in an out-of-control way. Changes in either of these genes can cause cells to grow and divide more than needed. This leads to multiple growths throughout the body. These growths are considered noncancerous tumors.Tuberous sclerosis can be the result of either:
A random cell division error. About two-thirds of people who have tuberous sclerosis have a new change in either the TSC1 or the TSC2 gene linked with tuberous sclerosis. Most people do not have a family history of tuberous sclerosis.
A gene change passed down in families. About one-third of people who have tuberous sclerosis get a changed TSC1 or TSC2 gene from a parent who has the disorder.
If you have tuberous sclerosis, you have up to a 50% chance of passing the changed gene and the disorder to your biological children, which means children related to you by blood may inherit that gene. How bad the disorder gets may vary. A parent with tuberous sclerosis may have a child who has a milder or a more severe form of the disorder.Depending on where the noncancerous tumors grow and their size, they can cause severe or life-threatening complications. Here are some examples:
Too much fluid in and around the brain. One type of noncancerous brain growth, subependymal giant cell astrocytoma, can grow along the lining of the fluid-filled spaces in the brain, called ventricles. The tumor can block the flow of fluid that helps protect the brain, causing fluid to build up around the brain. This buildup is called hydrocephalus. Symptoms can include a head size that is larger than expected, nausea, headaches and behavior changes.
Heart complications. Growths in the heart, usually in infants, can block blood flow or cause problems with heart rhythm.
Kidney damage. Growths in the kidney can be large and cause potentially serious — even life-threatening — kidney problems. Growths in the kidney can cause high blood pressure or bleeding or lead to kidney failure. Rarely, kidney growths can become cancerous.
Lung failure. Growths in the lungs damage the lung tissue and can lead to collapsed lungs. The growths interfere with how well the lungs can provide oxygen to the rest of the body.
Increased risk of cancerous tumors. Tuberous sclerosis is linked with an increased risk of developing cancerous tumors in the kidneys and brain.
Vision damage. Growths in the eye can interfere with vision if they block too much of the retina, though this is rare.


",,
0,Systematic Diseases,Xanthoma,https://www.aad.org/public/diseases/a-z/heart-disease-warning-signs,"Warning signs can appear on your skin and nails, which is why your dermatologist may be the first doctor to notice that you have heart disease. If you know what to look for, you can also find warning signs of heart disease on your skin and nails. The following pictures show you what to look for.Swelling in your feet and lower legs




What it may be telling you: Your heart isn't working properly.

Many diseases of the heart cause fluid to build up in your feet and lower legs. As the fluid builds up, you may see swelling, which can extend as far as the upper legs and groin.
Medical name: Edema (medical term for swelling)Blue or purple color on your skin
What it may be telling you: You have a blockage in a blood vessel.
    
When you're extremely cold, your skin can turn blue (or purple). If an area of your skin is blue (or purple) when you're warm, that's can be a sign your blood isn't getting enough oxygen. The patient in this photo has a condition known as blue toe syndrome, which happens when one or more blood vessels are blocked.

Without treatment, the lack of oxygen can cause the skin and underlying tissue to eventually die.
Medical name: Cyanosis (refers to the bluish color on the skin)Blue or purple net-like pattern on your skin
What it may be telling you: You have a blocked artery.
    





Some people see this pattern on their skin when they feel chilly. When their skin warms up, this pattern disappears. It's also possible to see this pattern when taking certain medications. If one of these is causing the netlike pattern, it's usually nothing to worry about.

This netlike pattern can also be a sign of a disease called cholesterol embolization syndrome, which occurs when small arteries become blocked. The blockage can lead to damaged tissues and organs, so it's important to see a doctor to find out whether you have an undiagnosed disease.
Medical name: Livedo reticularis (medical term for the net-like pattern)Yellowish-orange, waxy growths on your skin
What it may be telling you: You have unhealthy cholesterol levels.
    
If you see yellowish-orange growths on your skin, you may have deposits of cholesterol under your skin. These painless deposits can appear in many areas, including the corners of your eyes, lines on your palms, or the backs of your lower legs.

If you notice these growths on any area of your skin, see your doctor. You may need cholesterol testing or another medical test.  Unhealthy cholesterol levels require treatment, which can prevent life-threatening heart disease. Getting your cholesterol levels under control may also help clear the growths on your skin. If the growths don’t clear, a board-certified dermatologist can treat them.
Medical name: Xanthelasma (cholesterol deposits on the eyelids), Xanthoma (cholesterol deposit found elsewhere on the skin)Clusters of waxy bumps that suddenly appear on your skin
What it may be telling you: You have skyrocketing cholesterol levels or diabetes.
    
The sudden appearance of these bumps can look like a rash, warts, or a contagious skin condition called molluscum contagiosum. These bumps are actually fatty deposits of cholesterol caused by extremely high levels of triglycerides (type of cholesterol) in the blood.

Treatment is essential to lower the triglycerides and treat any serious medical conditions, such as heart disease caused by the high cholesterol levels.
Medical name: Eruptive xanthoma (refers to the sudden appearance of many fatty deposits of cholesterol)Nails curve downward and the ends of your fingers are swollen




What it may be telling you: You may have a heart infection, heart disease, or lung problem.

For many people, these signs are harmless. That said, if your fingers and nails look like this, it's best to find out if you may have a medical condition, such as lung disease or a heart problem.
Medical name: Clubbing (term describes the downward turned nails and swollen fingers)Red or purple lines under your nails




What it may be telling you: Most people who see these lines under their nails have injured the nail in some way. If you cannot remember injuring your nail, you may want to see your doctor. These lines can be a sign of heart disease or another condition.

When it's a sign of heart disease, people tend to have symptoms, such as high fever and a weak or irregular heartbeat.
Medical name: Splinter hemorrhage (line often looks like a splinter stuck under the nail)Smooth, waxy lumps on your skin
What it may be telling you: You have protein deposits in your heart or another organ.

These waxy lumps can appear anywhere on the skin. They often indicate that there's an abnormal buildup of protein in an organ, such as your heart. If protein builds up in the heart, it's hard for the heart to work properly.
Medical name: Nodules of systemic amyloidosis. Painful lumps in your fingers, toes, or both

What it may be telling you: You have an infection in your heart or blood vessels.

If you have a heart infection known as infective endocarditis, these painful lumps can develop in your fingers, toes, or both places. The lumps can last for a few hours to several days.

While the lumps go away on their own, patients need treatment for the infection. Because this infection is caused by bacteria, antibiotics can often treat it. Sometimes, surgery is also necessary.
Medical name: Osler nodes. A doctor named Osler discovered the connection between a patient having these lumps, which are now called Osler nodes, and a heart infection.Brownish (or reddish) discoloration, usually on your sole(s) or palm(s)

What it may be telling you: You have an infection in your heart or blood vessel.

The spots that developed on the bottom of this patient's foot are also a sign of a heart infection called infective endocarditis. Unlike Osler nodules, these spots are painless. These spots will clear without treatment, usually in a few days or weeks. The infection requires treatment.
Medical name: Janeway lesions, which are named after an American doctor, Theodore Caldwell Janeway.Non-itchy rash (flat spots with slightly raised edges) and fever

What it may be telling you: You have rheumatic fever.

If your child develops strep throat, treating it quickly is important. When it’s not treated quickly, other medical problems can develop. One such problem is rheumatic fever. While this seldom happens in the United States today, rheumatic fever is common in developing countries.

When a child has rheumatic fever, it can lead to lifelong heart disease. Rheumatic fever is a leading cause of heart disease in children.
Medical name: Erythema marginatum (name of the rash shown in this picture)Rash and cracked, swollen lips that often bleed

What it may be telling you: A child has Kawasaki disease.

When a child has a rash, fever, and extremely dry lips that may crack and bleed, Kawasaki disease is a likely cause. This disease, which affects the blood vessels, usually develops in children between the ages of 6 months and 5 years of age.

",,
0,Light Diseases and Disorders of Pigmentation,Actinic keratosis,https://www.mayoclinic.org/diseases-conditions/actinic-keratosis/symptoms-causes/syc-20354969,"Actinic keratoses vary in appearance. Symptoms include:
Rough, dry or scaly patch of skin, usually less than 1 inch (2.5 centimeters) in diameter
Flat to slightly raised patch or bump on the top layer of skin
In some cases, a hard, wartlike surface
Color variations, including pink, red or brown
Itching, burning, bleeding or crusting
New patches or bumps on sun-exposed areas of the head, neck, hands and forearms
",,
0,Light Diseases and Disorders of Pigmentation,Solar comedones,https://dermnetnz.org/topics/solar-comedo,,,
0,Light Diseases and Disorders of Pigmentation,Albinism,https://www.mayoclinic.org/diseases-conditions/albinism/symptoms-causes/syc-20369184,"Symptoms of albinism involve skin, hair and eye color, as well as vision.The easiest form of albinism to see results in white hair and very light-colored skin compared with siblings or other blood relatives. But skin coloring, also called pigmentation, and hair color can range from white to brown. People of African descent who have albinism may have skin that is light brown or red brown and have freckles. For some people, skin color may be nearly the same as that of parents or siblings without albinism.With exposure to the sun, some people may develop:
Freckles.
Moles, with or without color, which are sometimes pink.
Large freckle-like spots, called solar lentigines (len-TIJ-ih-neez).
Sunburn and no ability to tan.
For some people with albinism, skin coloring never changes. For others, melanin production may begin or increase during childhood and the teen years, resulting in slight changes in color.Hair color can range from very white to brown. People of African or Asian descent who have albinism may have hair color that's yellow, red or brown. Hair color also may darken by early adulthood. Or hair may stain from contact with minerals in water and the environment, making hair appear darker with age.Eyelashes and eyebrows are often pale. Eye color can range from very light blue to brown and may change with age.With albinism, the colored parts of the eyes, called the irises, usually don't have enough pigment. This allows light to shine through the irises and makes the eyes extremely sensitive to bright light. Because of this, very light-colored eyes may appear red in some lighting.Vision problems are a key feature of all types of albinism. Eye problems may include:
Rapid, back-and-forth movement of the eyes that can't be controlled, called nystagmus.
An uncommon head position or head posture, such as tilting the head to try to reduce eye movements and see better.
Eyes that can't look at the same direction at the same time or they appear to be crossed, a condition called strabismus.
Problems seeing near objects or far objects, called farsightedness or nearsightedness.
Extreme sensitivity to light, called photophobia.
A difference in the curve of the front surface of the eye or the lens inside the eye, called astigmatism, which causes blurred vision.
Differences in the development of the thin layer of tissue on the inside back wall of the eye, called the retina. This difference results in reduced vision.
Nerve signals from the retina to the brain that don't follow the usual nerve pathways in the eye. This is called misrouting of the optic nerve.
Poor depth perception, which means not being able to see things in three dimensions and judge how far away an object is.
Legal blindness — vision less than 20/200 — or complete blindness.
At your child's birth, the health care provider may notice a lack of color in hair or skin that affects the eyelashes and eyebrows. The provider will likely order an eye exam and closely follow any changes in your child's skin color and vision.If you observe signs of albinism in your baby, talk to your health care provider.Contact your health care provider if your child with albinism experiences frequent nosebleeds, easy bruising or long-term infections. These symptoms may suggest rare but serious hereditary conditions that include albinism.Several genes give instructions for making one of several proteins involved in producing melanin. Melanin is made by cells called melanocytes that are found in your skin, hair and eyes.Albinism is caused by a change in one of these genes. Different types of albinism can occur, based mainly on which gene change caused the disorder. The gene change may result in no melanin at all or a big decrease in the amount of melanin.Types of albinism are grouped based on how they're passed down in families and on the gene that is affected.
Oculocutaneous albinism (OCA), the most common type, means a person gets two copies of a changed gene — one from each parent. This is called autosomal recessive inheritance. OCA is the result of a change in one of eight genes, labeled from OCA1 to OCA8. OCA causes decreased pigment in the skin, hair and eyes, as well as vision problems. The amount of pigment varies by type. The resulting color of skin, hair and eyes also varies by and within types.
Ocular albinism is mainly limited to the eyes, causing vision problems. The most common form of ocular albinism is type 1. This type is passed down by a gene change on the X chromosome. X-linked ocular albinism can be passed on by a mother who carries one changed X gene to her son. This is called X-linked recessive inheritance. Ocular albinism usually occurs only in males. It's much less common than OCA.
Albinism related to rare hereditary syndromes can occur. For example, Hermansky-Pudlak syndrome includes a form of OCA, as well as bleeding and bruising problems and lung and bowel diseases. Chediak-Higashi syndrome includes a form of OCA, as well as immune problems with recurrent infections, problems with the brain and nerves, bleeding disorders, and other serious issues.
Albinism can include skin and eye complications. It also can include social and emotional challenges.Problems with vision can impact learning, employment and the ability to drive.People with albinism have skin that is very sensitive to light and sun. Sunburn is one of the most serious complications of albinism. Sun exposure can cause sun damage, which may result in rough and thickened skin. Sunburn also can increase the risk of developing skin cancer.Because of the lack of skin pigment, a type of skin cancer called melanoma may appear as pink or red growths or moles, rather than the usual black or brown color. This can make skin cancer harder to identify at an early stage. Without careful and regular skin exams, melanoma may not be diagnosed until it's advanced.Some people with albinism may experience discrimination. The reactions of other people to those with albinism can have a negative impact on people with the condition.People with albinism may experience bullying, teasing or unwanted questions about their appearance, eyewear or visual aid tools. They may look different from members of their own families or ethnic groups, so they may feel like outsiders or be treated like outsiders. These experiences may cause social isolation, poor self-esteem and stress.Using the term ""person with albinism"" is preferred to avoid the negative impact of other terms.If a family member has albinism, a genetic counselor can help you understand the type of albinism and the chances of having a future child with albinism. The counselor can explain the available genetic tests.

",,
0,Light Diseases and Disorders of Pigmentation,Colloid milium,https://dermnetnz.org/topics/colloid-milium,"numerous flesh-coloured or yellow�brown, semi-translucent, dome-shaped papules, that are 1�4 mm in diameter.

Papules can coalesce into plaques.
They tend to occur in sun-exposed areas of the face, ears, neck, dorsum of hands, and forearms.",,
0,Light Diseases and Disorders of Pigmentation,Erythema ab igne,https://dermnetnz.org/topics/erythema-ab-igne,a mild and transient red rash resembling lacework or a fishing net. Prolonged and repeated exposure causes a marked redness and colouring of the skin (hyper- or hypo-pigmentation). The skin and underlying tissue may start to thin (atrophy) and rarely sores may develop. Some patients may complain of mild itchiness and a burning sensation.,,
0,Light Diseases and Disorders of Pigmentation,Idiopathic guttate hypomelanosis,https://dermnetnz.org/topics/idiopathic-guttate-hypomelanosis,"smooth pale (hypopigmented) or white (depigmented) macules 2�5mm (range up to 1.5cm) in diameter most commonly on the sun-exposed aspects of the forearms, shins, and V of chest. Lesions are usually multiple and asymptomatic.",,
0,Light Diseases and Disorders of Pigmentation,lentigo,https://dermnetnz.org/topics/solar-lentigo,"A solar lentigo is a flat, well-circumscribed patch. It can be round, oval or irregular in shape. Colour varies from skin-coloured, tan to dark brown or black, and size varies from a few millimetres to several centimetres in diameter. They can be slightly scaly.

Solar lentigines are found as groups of similar lesions on sun-exposed sites, particularly the face or the back of hands. They occur in light and dark skin, but tend to be more numerous in fair-skinned individuals.",,
0,Light Diseases and Disorders of Pigmentation,Melasma,https://www.aad.org/public/diseases/a-z/melasma-symptoms,"Melasma primarily develops on the face, usually on one or more of the following areas:CheeksChinForeheadNoseAbove the upper lip Occasionally, people develop melasma on their jawline, neck, arms, or elsewhere.Wherever melasma appears, it causes blotchy patches and spots that can look like freckles. The color varies with a person’s skin tone and the severity of the melasma. In general, melasma is slightly darker than your natural skin color. Most people see various shades of brown. Melasma can look bluish gray in people with darker skin tones.The following pictures show what melasma can look like. This woman has melasma on her cheek, chin, above her upper lip, and next to her ear.If you have melasma on your cheeks, you’ll see patches or spots on both cheeks, as shown here. This woman also has melasma on her nose, chin, and above her upper lip.The unevenly shaped patches of melasma can join together, creating one or more large areas of melasma.This woman’s melasma is most noticeable along her jawline. When melasma appears along the jawline, it may be a sign that the skin has been badly damaged by the sun’s rays.You may see patches like those shown here on the sides of this woman’s face, chin, and above her eyes.The light brown patch in the center of this person’s forehead is melasma.While less common, melasma can develop on the arms, as shown here. Regardless of where melasma appears on your skin, it tends to become more noticeable when you spend time in the sun. Protecting your skin from the sun can help fade dark patches and spots.While melasma primarily affects women, some men develop melasma. This man has melasma in common places like his cheeks, chin, forehead, and above his upper lip.While this skin condition can be noticeable, you won’t feel anything on your skin. ",,
0,Light Diseases and Disorders of Pigmentation,Millia,https://my.clevelandclinic.org/health/diseases/17868-milia,"Milia (milk spots) are small, white cysts on your skin. Cysts are filled pockets under the surface of your skin. The most common place to find milia are on your face. Milia are harmless and only affect your appearance.",,
0,Light Diseases and Disorders of Pigmentation,Photosensitivity,https://www.aad.org/public/diseases/a-z/xeroderma-pigmentosum-sensitivity-to-sunlight,".This disease tends to reveal itself when a child spends time outdoors. Some children develop a serious sunburn the first time daylight hits their skin. Not all children who have XP sunburn so easily.For many children, the first noticeable sign of XP is many freckles on their skin, which usually develop before the child is 2 years old. As the child spends time in the sun, larger dark spots also appear. The skin will also feel extremely dry.It’s these warning signs that give the disease its name. The word “xeroderma” means extremely dry skin and “pigmentosum” refers to the freckles and dark spots.People who have XP may also develop eye problems. Sunlight can cause cancers to form on their eyes or eyelids. Cataracts and other eye problems may also arise.By 13 years of age, freckles blanket her skin and skin cancer appears on her leg. ",,
0,Light Diseases and Disorders of Pigmentation,piebaldism,https://medlineplus.gov/genetics/condition/piebaldism/,"patches of skin and hair that are lighter than normal. Approximately 90 percent of affected individuals have a white section of hair near their front hairline (a white forelock). The eyelashes, the eyebrows, and the skin under the forelock may also be unpigmented.

People with piebaldism usually have other unpigmented patches of skin, typically appearing symmetrically on both sides of the body. There may be spots or patches of pigmented skin within or around the borders of the unpigmented areas.",,
0,Light Diseases and Disorders of Pigmentation,Poikiloderma of Civatte,https://skinsight.com/skin-conditions/poikiloderma-of-civatte/,"Poikiloderma of Civatte usually affects the front and sides of the neck. The upper-middle chest is also sometimes affected. The area appears as a blotchy redness. Fine blood vessels in the skin are often seen. About half of people with poikiloderma of Civatte mention itching, burning, and flushing in the area.",,
0,Light Diseases and Disorders of Pigmentation,Polymorphous light eruption,https://www.mayoclinic.org/diseases-conditions/polymorphous-light-eruption/symptoms-causes/syc-20355868,"Symptoms of the rash in polymorphous light eruption may include:
Dense clusters of small bumps and blisters
Inflamed, raised rough patches
Itching or burning
",,
0,Light Diseases and Disorders of Pigmentation,Porphyria ,https://www.mayoclinic.org/diseases-conditions/porphyria/symptoms-causes/syc-20356066,"Symptoms can vary widely by type of porphyria and in how severe the symptoms are. Symptoms also can vary among people with the condition. Some people with a gene change that causes porphyria never have any symptoms.Acute porphyrias include forms of the disease that usually cause nervous system symptoms. A few forms also can affect the skin. Symptoms appear quickly and can be severe. Symptoms may last hours, days or weeks.The most common form of acute porphyria is called acute intermittent porphyria (AIP). AIP may last hours or days. Intermittent means that the symptoms may go away but return later. When the symptoms occur they are sometimes called attacks.Symptoms of acute porphyrias may include:
Severe pain in the belly, chest, legs or back.
Digestive problems, such as constipation, nausea and vomiting.
Muscle pain, tingling, numbness, weakness or paralysis.
Red or brown urine.
Mental changes, such as anxiety, hallucinations or mental confusion.
Rapid or irregular heartbeats you can feel, called palpitations.
Breathing problems.
High blood pressure.
Seizures.
Cutaneous porphyrias include forms of the disease that cause skin symptoms as a result of sensitivity to sunlight. These forms usually don't affect the nervous system. Porphyria cutanea tarda (PCT) is the most common type of all the porphyrias.Sun exposure may cause:
Sensitivity to the sun and sometimes artificial light, causing burning pain in the skin.
Sudden painful skin redness and swelling.
Blisters on exposed skin, usually the hands, arms and face.
Fragile thin skin with changes in skin color.
Itching.
Too much hair growth in affected areas.
Red or brown urine.
Erythropoietic protoporphyria (uh-rith-roe-poi-ET-ik pro-toe-por-FEAR-e-uh), also called EPP, is a rare type of cutaneous porphyria. It's the most common childhood porphyria. Sun or artificial light exposure quickly results in painful skin burning, irritation and swelling. Small bumps and blisters also appear. Repeated exposures can cause thick, leathery skin and scarring.Many symptoms of porphyria are like those of other, more common conditions. This can make it difficult to know if you're having an attack of porphyria. If you have symptoms that could be porphyria, get medical attention. Prompt treatment is important.All types of porphyria involve a problem making heme. Heme is a part of hemoglobin. Hemoglobin is the protein in red blood cells that carries oxygen from the lungs to all parts of the body. Heme also plays a role in clearing drugs and hormones from the body.Heme is made in the bone marrow and liver. This process involves eight different enzymes that turn porphyrins into heme. A shortage or change in any of these enzymes causes a buildup of porphyrins. Which enzyme is affected determines the type of porphyria.In cutaneous porphyrias, porphyrins build up in the skin. When exposed to sunlight, they cause symptoms. In acute porphyrias, the buildup affects the nervous system, causing symptoms.Most forms of porphyria are caused by a gene change passed down from one or both parents. Porphyria can occur if you inherit:
A changed gene from one of your parents (autosomal dominant pattern).
Changed genes from both parents (autosomal recessive pattern).
Just because you inherit a gene or genes that can cause porphyria doesn't mean that you'll have symptoms. You might never have symptoms. This also is the case for most carriers of the changed genes.Porphyria cutanea tarda (PCT) usually is not passed down in families. In PCT, certain triggers can cause a buildup of porphyrins that may cause symptoms. Examples of triggers include:
Too much iron in the body, often due to a condition called hemochromatosis, which is caused by a gene change.
Viral infections, such as HIV or hepatitis C.
Heavy alcohol use.
Smoking.
Hormones changes during the menstrual period.
In addition to genetic risk factors, environmental risk factors may trigger symptoms in porphyria. When exposed to the trigger, the body's demand for heme production increases. This overwhelms the low level of a needed enzyme, setting in motion a process that causes a buildup of porphyrins.Examples of triggers include:
Exposure to sunlight.
Certain medicines, for example, birth control pills, sedatives and barbiturates.
Recreational or illicit drugs.
Dieting or fasting.
Smoking.
Physical stress, such as infections or other illnesses or surgery.
Emotional stress.
Alcohol use.
Hormone changes during the menstrual period.
Possible complications depend on the form of porphyria:
Acute porphyrias can be life-threatening if an attack isn't promptly treated. During an attack, you may experience dehydration from loss of fluids, breathing problems, seizures or high blood pressure. You may need a stay in the hospital for treatment. Long-term complications with repeat acute attacks may include long-term pain, chronic kidney failure, liver damage or liver cancer.
Cutaneous porphyrias can result in permanent skin damage. And the skin blisters can become infected. When your skin heals after symptoms, it may have a changed appearance and coloring, be fragile and slow to heal, or leave scars. Cutaneous porphyrias also increase the risk of liver damage or liver cancer.
In rare cases, a bone marrow transplant or liver transplant may be needed.Although there's no way to prevent porphyria, if you have the condition, avoid triggers to help prevent symptoms.Because porphyria is usually an inherited disorder, your siblings and other family members may want to consider genetic testing to determine if they have the condition. Genetic counseling is important to help understand test results and risks.

",,
0,Light Diseases and Disorders of Pigmentation,Vitiligo,https://www.aad.org/public/diseases/a-z/vitiligo-symptoms,"The most noticeable sign of vitiligo is one or more areas of lighter skin. For many people, that�s the only sign of vitiligo. However, other signs and symptoms can develop. The following explains what you may notice.

Spots and patches of lighter skin
When a person has vitiligo, cells that make pigment are damaged. Because these cells give the skin its color, spots and patches of lighter skin appear. Vitiligo can appear anywhere on a person�s skin, including the genitals.

Vitiligo on knees
Patches turn white
When vitiligo is actively destroying cells that give a person�s skin its color, the patches tend to be pink or tricolor (causing a zone of tan skin between a person�s natural skin color and the white vitiligo). Once vitiligo is no longer active, the patches turn completely white, as shown here.

Lighter patches inside your mouth or nose
Vitiligo can cause loss of color in the mouth, on the lips, around the mouth, around the nose, or inside the nose.

Vitiligo on face
Patches and spots sunburn easily
Skin that�s lost pigment is more sensitive to sunlight, so it sunburns quickly. Sunburns can also trigger vitiligo, causing it to spread. That�s why sun protection is so important.

Using sunscreen to protect skin with vitiligo
Patches itch
When vitiligo is actively spreading, patches may feel itchy. Otherwise, the spots and patches rarely cause discomfort.

Vitiligo on hands
Hair turns white or gray
Vitiligo can cause a person�s hair to lose its color. When vitiligo appears on the skin, the hair in that area can turn white, as shown in picture A. Vitiligo can also cause a person�s hair to turn prematurely gray, as shown in picture B.

White hair and prematurely gray hair due to vitiligo
Eyelash, eyebrow, or section of hair on the scalp turns white
Some people develop loss of color on part (or all) of an eyelash or eyebrow. Others see a streak of white hair on their head.

Hearing loss develops
Melanocytes are the cells that give skin, hair, and eyes their color. The inner ear also contains these cells. When a person has vitiligo, the body attacks melanocytes. If the body attacks melanocytes in the inner ear, a person can have hearing loss.

Eye color changes
If vitiligo affects the eyes, your eye color could change. This happens quickly. While rare, vitiligo can also affect a person�s eyesight.",,
0,Atopic Dermatitis,Eczema,https://www.aad.org/public/diseases/eczema/types/atopic-dermatitis/symptoms,"It tends to start suddenly with very itchy skin. Scratching the itchy skin often causes a rash.

A rash may develop on one or several areas of the skin.

Once atopic dermatitis begins, you may notice one or more of the following:

Itchy skin

Dry, scaly areas

Red rash (especially on lighter skin tones)

Small, rough bumps (more common in darker skin tones)

Dark brown, purple, or grayish areas of skin (darker skin tones)

Skin feels warm and maybe swollen (inflammation)

Scratch marks

Raw skin from scratching

Bumps or rashes leaking fluid

Blisters that ooze and crust over

After healing, skin may be lighter or darker where you had atopic dermatitis

Flare-ups can come and go for years. While the skin is healing in one area, flare-ups may occur in other areas. The flare-ups can also occur in the same place again and again.

Flare-ups can wax and wane or stop for a while and then start up.

Over time, atopic dermatitis can cause the skin to become:

Thickened, scaly, and leathery

Cracked",,
0,Atopic Dermatitis,Contact Dermatitis,https://www.aad.org/public/diseases/eczema/types/contact-dermatitis/symptoms,"Itchy skin (often intense)

Rash (skin discolored, swollen, and hot)

Excessively dry skin that may crack

Tender skin

Burning or stinging

Hives (round welts on the skin that itch intensely)

Fluid-filled blisters

Oozing blisters that leave crusts and scales",,
0,Atopic Dermatitis,Dermatitis Areola,https://my.clevelandclinic.org/health/diseases/22105-eczema-on-nipples,"People with nipple eczema develop a red, itchy, scaly rash on their nipples and areola. Your areola is part of your breast anatomy. It�s the dark circle of skin around your nipple. Nipple eczema can flare up or get worse every now and then. It may get better or even go away for a few weeks, months or years and then come back. Signs of nipple eczema include:

Dry, inflamed skin around your nipple.
Itchy, painful, burning or sensitive skin.
Nipple discharge.
Rash that has brown, red or gray patches or spots.
Scaly, dry skin that may peel, crust or scab over.
Small bumps that ooze fluid.",,
