Disease,Keyword,Website,Symptoms
Atopic Dermatitis,hyper Linear Crease,https://medlineplus.gov/ency/imagepages/2391.htm,increased numbers and depth of skin lines (hyperlinearity) on the palms with little redness (erythema).
Atopic Dermatitis,hyper Linear Crease,https://www.cedars-sinai.org/health-library/diseases-and-conditions/a/atopic-dermatitis.html,"Itching, which may be mild or very severe
Dry, scaly skin patches
Small bumps that open and ooze (weep) a clear fluid when scratched
Skin redness and swelling
Skin thickening (with chronic eczema)
Scratch marks on the skin
Too much rubbing and scratching can tear the skin and lead to infection."
Atopic Dermatitis,hyper Linear Crease,https://www.nhs.uk/conditions/joint-hypermobility-syndrome/,"You or your child may have joint hypermobility syndrome if you:often get tired, even after restkeep getting pain and stiffness in your joints or muscleskeep getting sprains and strainskeep dislocating your joints (they ""pop out"")have poor balance or co-ordinationhave thin, stretchy skinhave bladder or bowel problemsSome people with joint hypermobility syndrome do not have symptoms."
Atopic Dermatitis,hyperkeratosis,https://www.mayoclinic.org/diseases-conditions/keratosis-pilaris/symptoms-causes/syc-20351149,"Keratosis pilaris can occur at any age, but it's more common in young children. Symptoms include:
Painless tiny bumps on the upper arms, thighs, cheeks or buttocks
Dry, rough skin in the areas with bumps
Worsening when seasonal changes cause low humidity and dry skin
Sandpaper-like bumps resembling goose flesh
Treatment for keratosis pilaris usually isn't needed. But if you're concerned about your or your child's skin, consult your health care provider or a specialist in skin conditions (dermatologist).Keratosis pilaris is caused by the buildup of keratin â€” a hard protein that protects skin from harmful substances and infection. The keratin blocks the opening of hair follicles, causing patches of rough, bumpy skin.It's not clear why keratin builds up in people with keratosis pilaris. It might happen along with a genetic disease or skin conditions such as atopic dermatitis. Dry skin tends to make keratosis pilaris worse.

"
Atopic Dermatitis,hyperkeratosis,https://my.clevelandclinic.org/health/diseases/17758-keratosis-pilaris,"The main feature of keratosis pilaris that you’ll notice is patches of tiny, rough, discolored bumps on your skin that resemble the dotted skin of a strawberry. You may notice the appearance of the bumps but don’t have any other symptoms. If you do experience symptoms, they may include:

Itchy or dry skin, especially on the backs of your upper arms, legs or buttocks (butt).
Irritation of the bumps that causes them to become more discolored and noticeable. This is frictional lichenoid dermatitis.
Rough, sandpaper-like skin where the bumps appear.
Worsening of the bumps when the air is drier, like in the winter months.
Other conditions can sometimes cause these symptoms, such as itchy, dry skin. Eczema, psoriasis, allergies and fungal infections cause similar symptoms. If you’re concerned about your symptoms, or if they linger, it’s a good idea to contact your healthcare provider."
Atopic Dermatitis,hyperkeratosis,https://en.wikipedia.org/wiki/Hyperkeratosis,"Hyperkeratosis is thickening of the stratum corneum (the outermost layer of the epidermis, or skin), often associated with the presence of an abnormal quantity of keratin,[1] and also usually accompanied by an increase in the granular layer. As the corneum layer normally varies greatly in thickness in different sites, some experience is needed to assess minor degrees of hyperkeratosis.
"
Atopic Dermatitis,hyperkeratosis,https://www.medicalnewstoday.com/articles/320667#symptoms,"Hyperkeratosis can have a range of symptoms. However, all symptoms will involve an area of rough or patchy skin that feels different from the surrounding skin.

Some symptoms of the more common causes of hyperkeratosis include:

Calluses: A callus is an area of thickened skin that usually occurs on the feet, but can also grow on the fingers. Unlike a corn (see below), a callus is usually of even thickness.
Corns: A lesion that typically develops on or between the toes. A corn usually has a center lesion of very hard keratin with an outer ring of hard tissue that is slightly softer.
Eczema: This condition causes red, itching skin that may appear in patches or as small bumps
Epidermolytic hyperkeratosis: This condition causes very red skin and severe blistering of the skin at birth. As the baby ages, they will develop areas of thickened skin (hyperkeratosis), particularly over their joints.
Leukoplakia: This condition causes thick, white patches to build up inside the mouth.
Plaque psoriasis: This condition can cause an excess buildup of skin cells that are often silvery and scaled.
With the exceptions of corns and calluses, most forms of hyperkeratosis are not painful."
Atopic Dermatitis,hyperkeratosis,https://www.aad.org/public/diseases/skin-cancer/actinic-keratosis-symptoms,"An actinic keratosis (AK) develops when skin has been badly damaged by ultraviolet (UV) light from the sun or indoor tanning. The brown spots on this manâ€™s face may look like age spots, but theyâ€™re actually actinic keratoses.Left untreated, some actinic keratoses (AKs) turn into a type of skin cancer called squamous cell carcinoma. Thatâ€™s why itâ€™s important to know if you have any of these precancerous growths on your skin. The following pictures show some diverse ways that it can appear.A rough-feeling patch on skin that's had lots of sun. You can often feel an AK before you see it."
Atopic Dermatitis,hyperkeratosis,https://www.cedars-sinai.org/health-library/diseases-and-conditions/s/seborrheic-keratosis.html,"Be slightly raised from the surrounding skin
Be white or light tan in appearance, which may darken to brown or black
Have a waxy, pasted-on look
Look scaly or like a wart
Be well-defined from the surrounding skin
Not usually cause pain but may sometimes itch a little"
Atopic Dermatitis,hyperkeratosis,https://medlineplus.gov/genetics/condition/epidermolytic-hyperkeratosis/,"Affected babies may have very red skin (erythroderma) and severe blisters. As affected individuals get older, blistering is less frequent, erythroderma becomes less evident, and the skin becomes thick (hyperkeratotic), especially over joints, on areas of skin that come into contact with each other, or on the scalp or neck. This thickened skin is usually darker than normal. Bacteria can grow in the thick skin, often causing a distinct odor."
Atopic Dermatitis,ichthyosis,https://my.clevelandclinic.org/health/diseases/21069-ichthyosis-vulgaris,"Ichthyosis is a skin disease with more than 20 varieties. Ichthyosis vulgaris is the most common and mildest form of ichthyosis. Symptoms include dry, itchy skin and scales. Causes, diagnosis and treatment are explained."
Atopic Dermatitis,ichthyosis,https://my.clevelandclinic.org/health/diseases/21069-ichthyosis-vulgaris,"Dry, itchy skin
Thick, rough skin that looks dirty, most noticeably on the palms and soles of the feet
White, gray or brown scales on the front of the legs, back of the arms, scalp, back or stomach. If scales appear on the face, it’s mostly on the forehead and cheeks. Sometimes the edges of the scales curl, making the skin feel rough.
Extra lines on the palms of the hands and the soles of the feet. The lines may run deep in severe cases, causing cracks in the skin. If the cracks are deep enough, an infection may develop.
Rough bumps on the arms, thighs and buttocks (keratosis pilaris). The bumps are often mistaken for acne blemishes.
Inability to perspire (sweat) adequately. This happens in severe cases and can cause overheating (because perspiration cools down the body)."
Atopic Dermatitis,ichthyosis,https://en.wikipedia.org/wiki/Ichthyosis_vulgaris,"Ichthyosis vulgaris (also known as ""autosomal dominant ichthyosis""[1] and ""Ichthyosis simplex""[1]) is a skin disorder causing dry, scaly skin. It is the most common, and one of the mildest forms of ichthyosis, affecting around 1 in 250 people.[4] For this reason it is known as common ichthyosis. It is usually an autosomal dominant inherited disease (often associated with filaggrin), although a rare non-heritable version called acquired ichthyosis exists.
"
Atopic Dermatitis,ichthyosis,https://my.clevelandclinic.org/health/diseases/21069-ichthyosis-vulgaris,"Dry, itchy skin
Thick, rough skin that looks dirty, most noticeably on the palms and soles of the feet
White, gray or brown scales on the front of the legs, back of the arms, scalp, back or stomach. If scales appear on the face, it’s mostly on the forehead and cheeks. Sometimes the edges of the scales curl, making the skin feel rough.
Extra lines on the palms of the hands and the soles of the feet. The lines may run deep in severe cases, causing cracks in the skin. If the cracks are deep enough, an infection may develop.
Rough bumps on the arms, thighs and buttocks (keratosis pilaris). The bumps are often mistaken for acne blemishes.
Inability to perspire (sweat) adequately. This happens in severe cases and can cause overheating (because perspiration cools down the body).
Many patients don’t realize they have ichthyosis vulgaris because symptoms can be so mild. They simply believe their skin is dry, so they apply moisturizer, which can reduce scaling.

Ichthyosis vulgaris tends to get worse during the winter, when cold and dry air can cause symptoms. In the summer, the disease can virtually disappear because of the warm, moist air.

Sometimes patients notice ichthyosis vulgaris symptoms before they are diagnosed with more serious diseases. On the other hand, ichthyosis vulgaris symptoms sometime appear years after patients are diagnosed with more serious conditions.

"
Atopic Dermatitis,ichthyosis,https://www.msdmanuals.com/en-sg/home/skin-disorders/cornification-disorders/ichthyosis,"Ichthyosis is scaling and flaking of the skin that ranges from mild but annoying dryness to severe and disfiguring skin disease.

Ichthyosis is scaling and flaking of the skin that ranges from mild but annoying dryness to severe and disfiguring skin disease.
(See also Itching and Dry Skin (Xeroderma).)

Ichthyosis is a form of severe dry skin. Ichthyosis causes scale to form on the skin in excessive amounts. Scale is areas of heaped-up, dead skin cells that appear as flaky, dry, rough patches.

Unlike xeroderma, which is ordinary dry skin, ichthyosis is dry skin that results from an inherited disorder (called inherited ichthyosis) or from a number of other disorders or medications (called acquired ichthyosis)."
Atopic Dermatitis,ichthyosis,https://www.niams.nih.gov/health-topics/ichthyosis,"Dry skin.
Itching.
Redness of the skin.
Cracking of the skin.
Scales on the skin that are white, gray, or brown and have the following appearance:
Small and flaky.
Large, dark, plate-like scales.
Hard, armor-like scales.
Depending on the type of ichthyosis, other symptoms may include:

Blisters that can break, leading to wounds.
Hair loss or fragile hair.
Dry eyes and difficulty closing eyelids. Inability to perspire (sweat) because skin scales clog the sweat glands.
Difficulty hearing.
Thickening of the skin on the palms of the hands and soles of the feet.
Tightening of the skin.
Difficulty flexing some joints."
Atopic Dermatitis,ichthyosis,https://www.niams.nih.gov/health-topics/ichthyosis,"The symptoms of ichthyosis can range from mild to severe. The most common symptoms include:

Dry skin.
Itching.
Redness of the skin.
Cracking of the skin.
Scales on the skin that are white, gray, or brown and have the following appearance:
Small and flaky.
Large, dark, plate-like scales.
Hard, armor-like scales.
Depending on the type of ichthyosis, other symptoms may include:

Blisters that can break, leading to wounds.
Hair loss or fragile hair.
Dry eyes and difficulty closing eyelids. Inability to perspire (sweat) because skin scales clog the sweat glands.
Difficulty hearing.
Thickening of the skin on the palms of the hands and soles of the feet.
Tightening of the skin.
Difficulty flexing some joints."
Atopic Dermatitis,ichthyosis,https://medlineplus.gov/ency/article/001451.htm,"Symptoms may include any of the following:Dry skin, severeScaly skin (scales)Possible skin thickeningMild itching of the skin The dry, scaly skin is usually most severe on the legs. But it can also involve the arms, hands, and middle of the body. People with this condition may also have many fine lines on their palms.In infants, the skin changes usually appear in the first year of life. Early on, the skin is only slightly rough, but by the time a baby is about 3 months old, they begin appearing on the shins and back of the arms."
Atopic Dermatitis,ichthyosis,https://www.nhs.uk/conditions/ichthyosis/,"The main symptom of ichthyosis is very dry, scaly skin that may also be thick and rough.It usually affects large areas of the body including the arms, legs, torso, ears, face, or the whole body.The symptoms are often there from birth, but they can also appear after a few months or years. Sometimes the symptoms appear later in life because of another health condition, or from taking certain medicines.Ichthyosis can sometimes have more severe symptoms, including:blistered skina thin yellow, shiny layer on the skin at birth that dries out and flakes offhair losstight skin which can make moving the affected area painfulskin infectionssweating less, which can lead to overheatingproblems with hearing or eyesight"
Atopic Dermatitis,Ichthyosis Sex Linked,https://my.clevelandclinic.org/health/diseases/21069-ichthyosis-vulgaris,"Symptoms of ichthyosis vulgaris include:

Dry, itchy skin
Thick, rough skin that looks dirty, most noticeably on the palms and soles of the feet
White, gray or brown scales on the front of the legs, back of the arms, scalp, back or stomach. If scales appear on the face, it’s mostly on the forehead and cheeks. Sometimes the edges of the scales curl, making the skin feel rough.
Extra lines on the palms of the hands and the soles of the feet. The lines may run deep in severe cases, causing cracks in the skin. If the cracks are deep enough, an infection may develop.
Rough bumps on the arms, thighs and buttocks (keratosis pilaris). The bumps are often mistaken for acne blemishes.
Inability to perspire (sweat) adequately. This happens in severe cases and can cause overheating (because perspiration cools down the body).
Many patients don’t realize they have ichthyosis vulgaris because symptoms can be so mild. They simply believe their skin is dry, so they apply moisturizer, which can reduce scaling.

Ichthyosis vulgaris tends to get worse during the winter, when cold and dry air can cause symptoms. In the summer, the disease can virtually disappear because of the warm, moist air.

Sometimes patients notice ichthyosis vulgaris symptoms before they are diagnosed with more serious diseases. On the other hand, ichthyosis vulgaris symptoms sometime appear years after patients are diagnosed with more serious conditions."
Atopic Dermatitis,Ichthyosis Sex Linked,https://en.wikipedia.org/wiki/X-linked_ichthyosis,"The major symptoms of XLI include scaling of the skin, particularly on the neck, trunk, and lower extremities.  The extensor surfaces are typically the most severely affected areas.  The >4Â mm diameter scales adhere to the underlying skin and can be dark brown or gray in color.  Symptoms may subside during the summer
"
Atopic Dermatitis,Ichthyosis Sex Linked,https://www.msdmanuals.com/en-sg/professional/dermatologic-disorders/cornification-disorders/ichthyosis,Ichthyosis is scaling and flaking of skin ranging from mild but annoying dryness to severe disfiguring disease. 
Atopic Dermatitis,Ichthyosis Sex Linked,https://www.niams.nih.gov/health-topics/ichthyosis,"The symptoms of ichthyosis can range from mild to severe. The most common symptoms include:

Dry skin.
Itching.
Redness of the skin.
Cracking of the skin.
Scales on the skin that are white, gray, or brown and have the following appearance:
Small and flaky.
Large, dark, plate-like scales.
Hard, armor-like scales.
Depending on the type of ichthyosis, other symptoms may include:

Blisters that can break, leading to wounds.
Hair loss or fragile hair.
Dry eyes and difficulty closing eyelids. Inability to perspire (sweat) because skin scales clog the sweat glands.
Difficulty hearing.
Thickening of the skin on the palms of the hands and soles of the feet.
Tightening of the skin.
Difficulty flexing some joints."
Atopic Dermatitis,Ichthyosis Sex Linked,https://www.nhs.uk/conditions/ichthyosis/,"The main symptom of ichthyosis is very dry, scaly skin that may also be thick and rough.It usually affects large areas of the body including the arms, legs, torso, ears, face, or the whole body.The symptoms are often there from birth, but they can also appear after a few months or years. Sometimes the symptoms appear later in life because of another health condition, or from taking certain medicines.Ichthyosis can sometimes have more severe symptoms, including:blistered skina thin yellow, shiny layer on the skin at birth that dries out and flakes offhair losstight skin which can make moving the affected area painfulskin infectionssweating less, which can lead to overheatingproblems with hearing or eyesight"
Scabies Lyme Diease and other Infestations and Bites,jelly fish sting,https://www.mayoclinic.org/diseases-conditions/jellyfish-stings/symptoms-causes/syc-20353284,"Burning, prickling, stinging pain
Welts or tracks on the skin that look like a ""print"" of the tentacles' contact with the skin
Itchiness (pruritus)
Swelling
Throbbing pain that radiates up a leg or an arm
Severe jellyfish stings can affect multiple body systems. These reactions may appear rapidly or several hours after the stings. Symptoms of severe jellyfish stings include:
Stomach pain, nausea and vomiting
Headache
Muscle pain or spasms
Faintness, dizziness or confusion
Difficulty breathing
Heart problems"
Scabies Lyme Diease and other Infestations and Bites,jelly fish sting,https://my.clevelandclinic.org/health/diseases/17821-jellyfish-stings,"The symptoms of jellyfish stings depend on the type of jellyfish you made contact with. If you have a minor jellyfish sting, you may feel slight pain, itching, burning or throbbing. A jellyfish sting may look like a rash with red, purple or brown patches.

More serious jellyfish stings can cause greater harm. You should seek medical help right away if you have more severe symptoms. These symptoms may include:

Difficulty breathing.
Chest pain.
Muscle cramps.
Skin blisters.
Numbness or tingling.
Nausea or vomiting.
Difficulty swallowing (dysphagia).
Abdominal pain.
Excessive sweating (hyperhidrosis)."
Scabies Lyme Diease and other Infestations and Bites,jelly fish sting,https://www.healthline.com/health/jellyfish-sting,"Common symptoms of a jellyfish sting include:

a burning, stinging sensation on your skin
a tingling or numbness where the sting occurred
the skin in the area where the jellyfish stung turning red or purple
More severe symptoms of a jellyfish sting include:

nausea
dizziness
vomiting
difficulty breathing"
Scabies Lyme Diease and other Infestations and Bites,jelly fish sting,https://my.clevelandclinic.org/health/diseases/17821-jellyfish-stings,"The symptoms of jellyfish stings depend on the type of jellyfish you made contact with. If you have a minor jellyfish sting, you may feel slight pain, itching, burning or throbbing. A jellyfish sting may look like a rash with red, purple or brown patches.

More serious jellyfish stings can cause greater harm. You should seek medical help right away if you have more severe symptoms. These symptoms may include:

Difficulty breathing.
Chest pain.
Muscle cramps.
Skin blisters.
Numbness or tingling.
Nausea or vomiting.
Difficulty swallowing (dysphagia).
Abdominal pain.
Excessive sweating (hyperhidrosis)."
Scabies Lyme Diease and other Infestations and Bites,jelly fish sting,https://www.msdmanuals.com/en-sg/home/injuries-and-poisoning/bites-and-stings/jellyfish-stings,"The severity of the sting depends on the type of animal. The sting of most species results in a painful, itchy rash, which may develop into blisters that fill with pus and then rupture. Other symptoms may include weakness, nausea, headache, muscle pain and spasms, runny eyes and nose, excessive sweating, and chest pain that worsens with breathing. Stings from the Portuguese man-of-war (in North America) and the box jellyfish (in Australia in the Indian and South Pacific oceans) have caused death."
Scabies Lyme Diease and other Infestations and Bites,jelly fish sting,https://www.seattlechildrens.org/conditions/a-z/jellyfish-sting/,"Local Reactions are most common. Symptoms are raised, red lines that cross each other. The sting causes pain or burning at the site. Sometimes hives in the sting area occur. Blisters can occur in severe cases. Severe pain lasts 1-2 hours. Itch may last for a week. If the skin damage is severe, red or purple lines can last for weeks.
General Reactions can occur if there are many stings. More stings give a higher dose of venom. Large venom symptoms are vomiting, dizziness, weakness and headache.
Anaphylaxis (A severe allergic reaction). Life-threatening reactions are very rare with the stings. Most are caused by box jellyfish found in the South Pacific and Australia. The main symptoms are trouble breathing and swallowing, along with hives. It starts rapidly, most often within 20 minutes of the sting."
Scabies Lyme Diease and other Infestations and Bites,jelly fish sting,https://www.mayoclinic.org/diseases-conditions/jellyfish-stings/symptoms-causes/syc-20353284,"Symptoms of jellyfish stings include:
Burning, prickling, stinging pain
Welts or tracks on the skin â€” a ""print"" of the tentacles' contact with the skin
Itchiness (pruritus)
Swelling
Throbbing pain that radiates up a leg or an arm
Severe jellyfish stings can affect multiple body systems. These reactions may appear rapidly or several hours after the stings. Symptoms of severe jellyfish stings include:
Stomach pain, nausea and vomiting
Headache
Muscle pain or spasms
Faintness, dizziness or confusion
Difficulty breathing
Heart problems
The severity of a reaction depends on:
The type and size of the jellyfish
The age, size and health of the person affected, with severe reactions more likely in children
How long the person was exposed to the stingers
How much of the skin is affected
Seek emergency treatment if you have severe symptoms.See your health care provider if your symptoms worsen or the wound shows symptoms of infection.Jellyfish stings are caused by brushing against a jellyfish tentacle. Tentacles have thousands of microscopic barbed stingers. Each stinger has a tiny bulb that holds venom and a coiled, sharp-tipped tube.When you brush against a tentacle, tiny triggers on its surface release the stingers. The tube pierces the skin and releases venom. It affects the area of contact and may enter the bloodstream.Jellyfish that have washed up on a beach may still release venomous stingers if touched.Many types of jellyfish are fairly harmless to humans. Others can cause severe pain and a full-body (systemic) reaction. These jellyfish cause more-serious problems in people:
Box jellyfish. Box jellyfish can cause intense pain and, rarely, life-threatening reactions. The more dangerous species of box jellyfish are in the warm waters of the Pacific and Indian oceans.
Portuguese man-of-war. Also called bluebottle jellyfish, Portuguese man-of-war jellyfish live mostly in warmer seas. This type has a blue or purplish gas-filled bubble that keeps it afloat.
Sea nettle. Common in both warm and cool seawaters.
Lion's mane jellyfish. These are the world's largest jellyfish, with a body diameter of more than 3 feet (1 meter). They're most common in cooler, northern regions of the Pacific and Atlantic oceans.
Conditions that increase the risk of jellyfish stings:
Swimming when jellyfish appear in large numbers (a jellyfish bloom)
Swimming or diving in jellyfish areas without protective clothing
Playing or sunbathing where jellyfish are washed up on the beach
Swimming in a place known to have many jellyfish
Possible complications of a jellyfish sting include:
Delayed skin reaction, causing blisters, rash or other irritation
Irukandji syndrome, which causes chest and stomach pain, high blood pressure, and heart problems
The following tips can help you avoid jellyfish stings:
Wear a protective suit. When swimming or diving in areas where jellyfish stings are possible, wear a wet suit or other protective clothing. Diving stores sell protective ""skin suits"" or ""stinger suits"" made of thin, high-tech fabric. Consider protective footwear, as stings can also occur while wading in shallow water.
Get information about conditions. Talk to lifeguards, local residents or officials with a local health department before swimming or diving in coastal waters, especially in areas where jellyfish are common.
Avoid water during jellyfish season. Stay out of the water in jellyfish areas when jellyfish numbers are high."
Scabies Lyme Diease and other Infestations and Bites,jelly fish sting,https://www.nhs.uk/conditions/jellyfish-and-other-sea-creature-stings/,The main symptoms of sea creature stings are intense pain where you're stung and an itchy rash.Jellyfish and Portuguese man-of-war stings can also cause raised circular areas on the skin (welts).
Benign Tumors,Keloid,https://www.mayoclinic.org/diseases-conditions/keloid-scar/symptoms-causes/syc-20520901,"
Thick, irregular scarring, typically on the earlobes, shoulders, cheeks or middle chest
Shiny, hairless, lumpy, raised skin
Varied size, depending on the size of the original injury and when the keloid stops growing
Varied texture, from soft to firm and rubbery
Reddish, brown or purplish, depending on your skin color
Itchiness
Discomfort
"
Benign Tumors,Keloid,https://my.clevelandclinic.org/health/diseases/24047-keloid-on-ear,"An ear keloid is a type of fibrous scar tissue that forms after an injury. Unlike other types of raised scars, an ear keloid extends beyond the original injured area. They can form anywhere on your ear, including earlobes, cartilage or behind your ears. Most people who have ear keloids develop them after getting their ears pierced."
Benign Tumors,Keloid,https://www.healthline.com/health/keloids,"Keloids come from the overgrowth of scar tissue. Keloid scars tend to be larger than the original wound. They may take weeks or months to fully develop.The symptoms of a keloid can include:a localized area that is flesh-colored, pink, or reda lumpy or ridged area of skin that's usually raisedan area that continues to grow larger with scar tissue over timean itchy patch of skinWhile keloid scars may be itchy, they're usually not harmful to your health. You may experience discomfort, tenderness, or irritation from your clothing or other forms of friction.Keloid scarring can form on large areas of your body, but this is generally rare. When it happens, the hardened, tight scar tissue may restrict your movement.Keloids are often more of a cosmetic concern than a health concern. You may feel self-conscious if a keloid is very large or in a highly visible location, such as on your earlobe or your face."
Benign Tumors,Keloid,https://skinsight.com/skin-conditions/keloid/,"Keloids are usually seen on the neck, ear lobes, legs, arms, and on the upper trunk, especially the chest. They frequently appear in the site of a previous injury. Keloids that arise spontaneously are common on the middle of the chest. Keloids are smooth, shiny, firm to the touch, and may have regular or irregular ridges. In lighter skin colors, they are often skin-colored, pink, or reddish. In darker skin colors, they are skin-colored or any shade of brown. Keloids may grow larger than the original area of injury."
Benign Tumors,Keloid,https://www.aad.org/public/diseases/a-z/keloids-symptoms,"On an earlobe, you’ll likely see a round, solid mass. When a keloid forms on a shoulder or the chest, the raised scar tends to spread out across the skin. It often looks like a liquid spilled on the skin and then hardened.

"
Benign Tumors,Keloid,"https://www.msdmanuals.com/en-sg/professional/dermatologic-disorders/benign-skin-tumors,-growths,-and-vascular-lesions/keloids","Keloids are smooth overgrowths of fibroblastic tissue that arise in an area of injury (eg, lacerations, surgical scars, truncal acne) or, occasionally, spontaneously.
Keloids are more frequent in darker-skinned patients. They tend to appear on the upper trunk, especially the upper back and mid chest, and on deltoid areas. Unlike hypertrophic scars, keloidal scar tissue extends beyond the margins of the wound or injury. They may appear spontaneously."
Benign Tumors,Keloid,https://www.aad.org/public/diseases/a-z/keloids-symptoms,"Keloids have different shapes, sizes, and textures
The keloid you see on your skin can look different from the keloid you see on someone else’s skin. Sometimes, one keloid on your skin will look very different from another. The following pictures of keloids show how different keloids can look.

Shape of keloids varies
Most keloids are either round, oval, or oblong. On the chest, arms, or legs, this scar is usually raised and has a flat surface. A keloid on the ear, neck, or belly may hang from the skin.

Keloid scars on chest
Size differs
A keloid can range from the size of a pimple to larger than a football.

Texture often hard and rubbery or soft and doughy
When you touch a keloid, you’re most likely to feel one of these textures. A few keloids have a texture that’s somewhere in between hard and soft.
"
Benign Tumors,Keloid,https://www.aad.org/public/diseases/a-z/keloids-symptoms,"Symptoms tend to end when the keloid stops growing, but not always. This man developed keloids on his face after chickenpox cleared. Decades later, the keloids still itch and feel painful.The color of a keloid, like the one on this patients shoulder, can differ from that of your natural skin color. When a keloid first appears, its often red, pink, or slightly darker than your natural skin tone. As it grows, it may darken. Some become lighter in the center and darker at the edges.Some people say their keloid darkens noticeably after they spent time in the sun. This darkening can be permanent.Once a keloid stops growing, it tends to remain the same size. Unlike other scars, a keloid rarely fades without treatment.The keloid you see on your skin can look different from the keloid you see on someone elseâ€™s skin. Sometimes, one keloid on your skin will look very different from another. The following pictures of keloids show how different keloids can look. Most keloids are either round, oval, or oblong. On the chest, arms, or legs, this scar is usually raised and has a flat surface. A keloid on the ear, neck, or belly may hang from the skin.A keloid can range from the size of a pimple to larger than a football.When you touch a keloid, youâ€™re most likely to feel one of these textures. A few keloids have a texture thatâ€™s somewhere in between hard and soft.Most people develop one or two keloids. Some people get several. Youâ€™re more likely to develop many keloids after acne or chickenpox clears, but not always. The girl in this picture developed two keloids after chickenpox cleared.While most keloids are harmless, they can interfere with your life. A keloid can: When a keloid covers a large area or develops over a joint, the hardened, tight scar tissue often limits how far you can move. If this happens, it may affect your ability to reach, walk, and do other activities.A keloid rarely opens upon its own. Like the rest of your skin, you may see a keloid bleeding if you injure it. "
Benign Tumors,Keloid,https://medlineplus.gov/ency/article/000849.htm,"A keloid may be:Flesh-colored, red, or pinkLocated over the site of a wound or injuryLumpy or ridgedTender and itchyIrritated from friction such as rubbing on clothing A keloid will tan darker than the skin around it if exposed to the sun during the first year after it forms. The darker color may not go away."
Benign Tumors,Keloid,https://www.nhs.uk/conditions/keloid-scars/,"A keloid scar usually appears a few weeks to years after you damage or injure your skin, such as after a cut, burn or acne.A keloid scar usually grows for months or years and becomes bigger than the original wound.While it's growing, it may feel itchy or painful. This usually stops once it's finished growing.If it's on or near a joint, the joint can be uncomfortable or difficult to move."
Benign Tumors,Keratoacanthoma,https://www.healthline.com/health/keratoacanthoma,"The symptoms of KA are visual and lasts two to three months. The look is often compared to a small volcano.First, KA shows up as small, round bump. Then, it grows into a lesion or wound and reaches a size of between 1 and 2 centimeters within a few weeks. The wound looks like a dome with a plug made of brown keratin, which is the same material as hair and skin.If the brown keratin comes out, the KA will look like a crater. When it heals, it'll flatten and leave a scar."
Benign Tumors,Keratoacanthoma,https://skinsight.com/skin-conditions/keratoacanthoma/,"A keratoacanthoma appears and grows rapidly over the course of 2-6 weeks. Starting as a small, pimple-like lesion, a keratoacanthoma typically develops into a dome-shaped, skin-colored nodule with a central depression filled with keratin (the major protein found in hair, skin, and nails). Keratoacanthomas usually range in size from 1-2 cm.

The most common locations for keratoacanthoma include the:

Center of the face.
Backs of the hands.
Arms.
Ears.
Scalp.
Lower legs, especially in women.
In rare cases, multiple keratoacanthomas may develop. Most keratoacanthomas are painless, but some may be itchy."
Benign Tumors,Keratoacanthoma,https://www.msdmanuals.com/en-sg/home/skin-disorders/skin-cancers/keratoacanthomas,"Keratoacanthomas are round, firm, usually pink or flesh-colored growths that have a central crater that is scaly or crusted. Some keratoacanthomas may be a form of squamous cell carcinoma.
Keratoacanthomas appear most commonly on sun-exposed areas, the face, forearms, and back of the hands and grow quickly. In 1 or 2 months, they typically grow into lumps about 1 inch (about 2.5 centimeters) wide, but sometimes they grow over twice as large. They may spontaneously disappear within a few months, often leaving a scar."
Atopic Dermatitis,Keratosis,https://www.mayoclinic.org/diseases-conditions/actinic-keratosis/symptoms-causes/syc-20354969,"Actinic keratoses vary in appearance. Symptoms include:
Rough, dry or scaly patch of skin, usually less than 1 inch (2.5 centimeters) in diameter
Flat to slightly raised patch or bump on the top layer of skin
In some cases, a hard, wartlike surface
Color variations, including pink, red or brown
Itching, burning, bleeding or crusting
New patches or bumps on sun-exposed areas of the head, neck, hands and forearms
"
Atopic Dermatitis,Keratosis,https://en.wikipedia.org/wiki/Keratosis_pilaris,"KP results in small, rough bumps on the surface of the skin. They are skin-colored bumps the size of a grain of sand, many of which are surrounded by a slight pink color in light-skinned people and dark spots in dark-skinned people. Most people with KP do not have symptoms, but the bumps in the skin can occasionally be itchy. Irritation due to scratching KP bumps can result in redness and inflammation.
"
Atopic Dermatitis,Keratosis,https://www.mayoclinic.org/diseases-conditions/actinic-keratosis/symptoms-causes/syc-20354969,"Actinic keratoses vary in appearance. Symptoms include:
Rough, dry or scaly patch of skin, usually less than 1 inch (2.5 centimeters) in diameter
Flat to slightly raised patch or bump on the top layer of skin
In some cases, a hard, wartlike surface
Color variations, including pink, red or brown
Itching, burning, bleeding or crusting
New patches or bumps on sun-exposed areas of the head, neck, hands and forearms
"
Atopic Dermatitis,Keratosis,https://www.msdmanuals.com/en-sg/professional/dermatologic-disorders/reactions-to-sunlight/actinic-keratoses,"Actinic keratoses often have adherent scales and are sometimes more easily felt than seen. Actinic keratoses can appear thickened or hypertrophic and sometimes form a cutaneous horn. They may be pink, red, or, less commonly, gray or brown. Lesions frequently develop in sun-exposed areas (eg, balding scalp, face, lateral neck, distal upper or lower extremities). Diffuse involvement of the lip is called actinic cheilitis."
